Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;458;-;-;458;-;-
Ungültige Stimmen;5;1,1 %;-;0;0,0 %;-
Gültige Stimmen;453;98,9 %;-;458;100,0 %;-
SPD;161;35,5 %;-;141;30,8 %;-
AfD;92;20,3 %;-;74;16,2 %;-
CDU;102;22,5 %;-;69;15,1 %;-
GRÜNE/B 90;11;2,4 %;-;33;7,2 %;-
DIE LINKE;28;6,2 %;-;23;5,0 %;-
BVB / FREIE WÄHLER;15;3,3 %;-;7;1,5 %;-
FDP;13;2,9 %;-;5;1,1 %;-
Tierschutzpartei;-;-;-;5;1,1 %;-
Plus;14;3,1 %;-;4;0,9 %;-
BSW;-;-;-;92;20,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;3;0,7 %;-;3;0,7 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;1;0,2 %;-
Demokraten BB;14;3,1 %;-;-;-;-
