Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.370;-;-;1.37;-;-
Wählende;618;45,1 %;-;618.0;45,1 %;-
Ungültige Stimmen;6;1,0 %;-;2.0;0,3 %;-
Gültige Stimmen;612;99,0 %;-;616.0;99,7 %;-
SPD;216;35,3 %;-;194.0;31,5 %;-
AfD;264;43,1 %;-;232.0;37,7 %;-
CDU;65;10,6 %;-;47.0;7,6 %;-
GRÜNE/B 90;7;1,1 %;-;13.0;2,1 %;-
DIE LINKE;21;3,4 %;-;16.0;2,6 %;-
BVB / FREIE WÄHLER;29;4,7 %;-;14.0;2,3 %;-
FDP;10;1,6 %;-;4.0;0,6 %;-
Tierschutzpartei;-;-;-;18.0;2,9 %;-
Plus;-;-;-;3.0;0,5 %;-
BSW;-;-;-;65.0;10,6 %;-
III. Weg;-;-;-;2.0;0,3 %;-
DKP;-;-;-;2.0;0,3 %;-
DLW;-;-;-;1.0;0,2 %;-
WU;-;-;-;5.0;0,8 %;-
