Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;199;-;-;199;-;-
Wählende;123;61,8 %;-;123;61,8 %;-
Ungültige Stimmen;1;0,8 %;-;1;0,8 %;-
Gültige Stimmen;122;99,2 %;-;122;99,2 %;-
SPD;40;32,8 %;-;26;21,3 %;-
AfD;52;42,6 %;-;51;41,8 %;-
CDU;17;13,9 %;-;13;10,7 %;-
GRÜNE/B 90;4;3,3 %;-;13;10,7 %;-
DIE LINKE;6;4,9 %;-;4;3,3 %;-
BVB / FREIE WÄHLER;3;2,5 %;-;2;1,6 %;-
FDP;0;0,0 %;-;1;0,8 %;-
Tierschutzpartei;-;-;-;1;0,8 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;11;9,0 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;0;0,0 %;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
