Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;638;-;-;638;-;-
Wählende;396;62,1 %;+20;396;62,1 %;+20
Ungültige Stimmen;6;1,5 %;-03;7;1,8 %;-01
Gültige Stimmen;390;98,5 %;+03;389;98,2 %;+01
SPD;133;34,1 %;+103;119;30,6 %;+63
AfD;166;42,6 %;+87;148;38,0 %;+42
CDU;38;9,7 %;-127;31;8,0 %;-111
GRÜNE/B 90;6;1,5 %;-19;12;3,1 %;-11
DIE LINKE;9;2,3 %;-35;3;0,8 %;-45
BVB / FREIE WÄHLER;17;4,4 %;-20;12;3,1 %;-17
FDP;8;2,1 %;-22;5;1,3 %;-51
Tierschutzpartei;-;-;-;4;1,0 %;-06
Plus;0;0,0 %;00;0;0,0 %;-05
BSW;-;-;-;49;12,6 %;+126
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;1;0,3 %;+03
DLW;13;3,3 %;+33;5;1,3 %;+13
WU;-;-;-;0;0,0 %;00
