Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;668;-;-;668;-;-
Ungültige Stimmen;6;0,9 %;-;2;0,3 %;-
Gültige Stimmen;662;99,1 %;-;666;99,7 %;-
SPD;295;44,6 %;-;186;27,9 %;-
AfD;176;26,6 %;-;152;22,8 %;-
CDU;97;14,7 %;-;105;15,8 %;-
GRÜNE/B 90;10;1,5 %;-;13;2,0 %;-
DIE LINKE;15;2,3 %;-;14;2,1 %;-
BVB / FREIE WÄHLER;46;6,9 %;-;21;3,2 %;-
FDP;5;0,8 %;-;6;0,9 %;-
Tierschutzpartei;-;-;-;11;1,7 %;-
Plus;-;-;-;4;0,6 %;-
BSW;-;-;-;149;22,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;3;0,5 %;-
WU;-;-;-;2;0,3 %;-
Die PARTEI;18;2,7 %;-;-;-;-
