Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.074;-;-;1.074;-;-
Wählende;473;44,0 %;-;473.0;44,0 %;-
Ungültige Stimmen;13;2,7 %;-;6.0;1,3 %;-
Gültige Stimmen;460;97,3 %;-;467.0;98,7 %;-
SPD;133;28,9 %;-;128.0;27,4 %;-
AfD;210;45,7 %;-;191.0;40,9 %;-
CDU;49;10,7 %;-;37.0;7,9 %;-
GRÜNE/B 90;2;0,4 %;-;1.0;0,2 %;-
DIE LINKE;29;6,3 %;-;15.0;3,2 %;-
BVB / FREIE WÄHLER;29;6,3 %;-;14.0;3,0 %;-
FDP;7;1,5 %;-;4.0;0,9 %;-
Tierschutzpartei;-;-;-;10.0;2,1 %;-
Plus;-;-;-;2.0;0,4 %;-
BSW;-;-;-;59.0;12,6 %;-
III. Weg;1;0,2 %;-;2.0;0,4 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;3.0;0,6 %;-
WU;-;-;-;1.0;0,2 %;-
