Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;510;-;-;510;-;-
Ungültige Stimmen;7;1,4 %;+07;2;0,4 %;-01
Gültige Stimmen;503;98,6 %;-07;508;99,6 %;+01
SPD;120;23,9 %;+19;118;23,2 %;-07
AfD;100;19,9 %;+61;88;17,3 %;+24
CDU;145;28,8 %;+36;100;19,7 %;-05
GRÜNE/B 90;20;4,0 %;-103;29;5,7 %;-113
DIE LINKE;26;5,2 %;-71;16;3,1 %;-70
BVB / FREIE WÄHLER;63;12,5 %;+48;22;4,3 %;-09
FDP;11;2,2 %;-11;9;1,8 %;-26
Tierschutzpartei;-;-;-;10;2,0 %;-06
Plus;11;2,2 %;+22;6;1,2 %;-01
BSW;-;-;-;107;21,1 %;+211
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;1;0,2 %;+02
WU;-;-;-;2;0,4 %;+04
EB Müller;7;1,4 %;-01;-;-;-
