Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;57;-;-;57;-;-
Wählende;39;68,4 %;-;39;68,4 %;-
Ungültige Stimmen;0;0,0 %;-;0;0,0 %;-
Gültige Stimmen;39;100,0 %;-;39;100,0 %;-
SPD;20;51,3 %;-;18;46,2 %;-
AfD;12;30,8 %;-;10;25,6 %;-
CDU;6;15,4 %;-;4;10,3 %;-
GRÜNE/B 90;0;0,0 %;-;1;2,6 %;-
DIE LINKE;1;2,6 %;-;1;2,6 %;-
BVB / FREIE WÄHLER;0;0,0 %;-;0;0,0 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;0;0,0 %;-
Plus;-;-;-;1;2,6 %;-
BSW;-;-;-;3;7,7 %;-
III. Weg;0;0,0 %;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;2,6 %;-
WU;-;-;-;0;0,0 %;-
