Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;233;-;-;233;-;-
Ungültige Stimmen;2;0,9 %;-;2;0,9 %;-
Gültige Stimmen;231;99,1 %;-;231;99,1 %;-
SPD;75;32,5 %;-;72;31,2 %;-
AfD;71;30,7 %;-;65;28,1 %;-
CDU;27;11,7 %;-;21;9,1 %;-
GRÜNE/B 90;10;4,3 %;-;15;6,5 %;-
DIE LINKE;16;6,9 %;-;7;3,0 %;-
BVB / FREIE WÄHLER;4;1,7 %;-;3;1,3 %;-
FDP;1;0,4 %;-;2;0,9 %;-
Tierschutzpartei;-;-;-;1;0,4 %;-
Plus;12;5,2 %;-;9;3,9 %;-
BSW;-;-;-;33;14,3 %;-
III. Weg;-;-;-;1;0,4 %;-
DKP;5;2,2 %;-;0;0,0 %;-
DLW;-;-;-;2;0,9 %;-
WU;-;-;-;0;0,0 %;-
Demokraten BB;10;4,3 %;-;-;-;-
