Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;885;-;-;885;-;-
Wählende;407;46,0 %;-;407;46,0 %;-
Ungültige Stimmen;11;2,7 %;-;12;2,9 %;-
Gültige Stimmen;396;97,3 %;-;395;97,1 %;-
SPD;119;30,1 %;-;109;27,6 %;-
AfD;161;40,7 %;-;144;36,5 %;-
CDU;46;11,6 %;-;39;9,9 %;-
GRÜNE/B 90;11;2,8 %;-;8;2,0 %;-
DIE LINKE;19;4,8 %;-;13;3,3 %;-
BVB / FREIE WÄHLER;17;4,3 %;-;6;1,5 %;-
FDP;2;0,5 %;-;0;0,0 %;-
Tierschutzpartei;21;5,3 %;-;11;2,8 %;-
Plus;-;-;-;2;0,5 %;-
BSW;-;-;-;60;15,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,5 %;-
WU;-;-;-;1;0,3 %;-
