Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;291;-;-;291;-;-
Wählende;187;64,3 %;-;187;64,3 %;-
Ungültige Stimmen;2;1,1 %;-;1;0,5 %;-
Gültige Stimmen;185;98,9 %;-;186;99,5 %;-
SPD;49;26,5 %;-;44;23,7 %;-
AfD;66;35,7 %;-;64;34,4 %;-
CDU;47;25,4 %;-;29;15,6 %;-
GRÜNE/B 90;1;0,5 %;-;1;0,5 %;-
DIE LINKE;11;5,9 %;-;5;2,7 %;-
BVB / FREIE WÄHLER;9;4,9 %;-;5;2,7 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;3;1,6 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;32;17,2 %;-
III. Weg;2;1,1 %;-;1;0,5 %;-
DKP;-;-;-;1;0,5 %;-
DLW;-;-;-;1;0,5 %;-
WU;-;-;-;0;0,0 %;-
