Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;511;-;-;511;-;-
Ungültige Stimmen;6;1,2 %;-;3;0,6 %;-
Gültige Stimmen;505;98,8 %;-;508;99,4 %;-
SPD;165;32,7 %;-;141;27,8 %;-
AfD;88;17,4 %;-;85;16,7 %;-
CDU;64;12,7 %;-;49;9,6 %;-
GRÜNE/B 90;45;8,9 %;-;55;10,8 %;-
DIE LINKE;80;15,8 %;-;52;10,2 %;-
BVB / FREIE WÄHLER;32;6,3 %;-;13;2,6 %;-
FDP;27;5,3 %;-;11;2,2 %;-
Tierschutzpartei;-;-;-;9;1,8 %;-
Plus;-;-;-;8;1,6 %;-
BSW;-;-;-;78;15,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;6;1,2 %;-
WU;-;-;-;1;0,2 %;-
dieBasis;4;0,8 %;-;-;-;-
