Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;114;-;-;114;-;-
Wählende;69;60,5 %;-;69;60,5 %;-
Ungültige Stimmen;0;0,0 %;-;0;0,0 %;-
Gültige Stimmen;69;100,0 %;-;69;100,0 %;-
SPD;20;29,0 %;-;19;27,5 %;-
AfD;23;33,3 %;-;21;30,4 %;-
CDU;13;18,8 %;-;10;14,5 %;-
GRÜNE/B 90;2;2,9 %;-;1;1,4 %;-
DIE LINKE;4;5,8 %;-;3;4,3 %;-
BVB / FREIE WÄHLER;4;5,8 %;-;2;2,9 %;-
FDP;3;4,3 %;-;1;1,4 %;-
Tierschutzpartei;-;-;-;1;1,4 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;9;13,0 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;2,9 %;-
WU;-;-;-;0;0,0 %;-
