Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;271;-;-;271;-;-
Wählende;190;70,1 %;-;190;70,1 %;-
Ungültige Stimmen;4;2,1 %;-;1;0,5 %;-
Gültige Stimmen;186;97,9 %;-;189;99,5 %;-
SPD;54;29,0 %;-;40;21,2 %;-
AfD;76;40,9 %;-;69;36,5 %;-
CDU;20;10,8 %;-;17;9,0 %;-
GRÜNE/B 90;0;0,0 %;-;3;1,6 %;-
DIE LINKE;6;3,2 %;-;6;3,2 %;-
BVB / FREIE WÄHLER;21;11,3 %;-;7;3,7 %;-
FDP;7;3,8 %;-;1;0,5 %;-
Tierschutzpartei;-;-;-;2;1,1 %;-
Plus;-;-;-;1;0,5 %;-
BSW;-;-;-;40;21,2 %;-
III. Weg;-;-;-;1;0,5 %;-
DKP;-;-;-;0;0,0 %;-
DLW;2;1,1 %;-;1;0,5 %;-
WU;-;-;-;1;0,5 %;-
