Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;791;-;-;791;-;-
Ungültige Stimmen;9;1,1 %;-;1;0,1 %;-
Gültige Stimmen;782;98,9 %;-;790;99,9 %;-
SPD;180;23,0 %;-;222;28,1 %;-
AfD;139;17,8 %;-;118;14,9 %;-
CDU;119;15,2 %;-;88;11,1 %;-
GRÜNE/B 90;28;3,6 %;-;31;3,9 %;-
DIE LINKE;109;13,9 %;-;61;7,7 %;-
BVB / FREIE WÄHLER;191;24,4 %;-;88;11,1 %;-
FDP;7;0,9 %;-;3;0,4 %;-
Tierschutzpartei;-;-;-;13;1,6 %;-
Plus;-;-;-;14;1,8 %;-
BSW;-;-;-;148;18,7 %;-
III. Weg;-;-;-;1;0,1 %;-
DKP;-;-;-;1;0,1 %;-
DLW;-;-;-;1;0,1 %;-
WU;-;-;-;1;0,1 %;-
dieBasis;3;0,4 %;-;-;-;-
EB Link;6;0,8 %;-;-;-;-
