Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.273;-;-;1.273;-;-
Wählende;494;38,8 %;-;494.0;38,8 %;-
Ungültige Stimmen;8;1,6 %;-;5.0;1,0 %;-
Gültige Stimmen;486;98,4 %;-;489.0;99,0 %;-
SPD;186;38,3 %;-;152.0;31,1 %;-
AfD;176;36,2 %;-;154.0;31,5 %;-
CDU;56;11,5 %;-;56.0;11,5 %;-
GRÜNE/B 90;5;1,0 %;-;15.0;3,1 %;-
DIE LINKE;26;5,3 %;-;16.0;3,3 %;-
BVB / FREIE WÄHLER;23;4,7 %;-;11.0;2,2 %;-
FDP;11;2,3 %;-;2.0;0,4 %;-
Tierschutzpartei;-;-;-;6.0;1,2 %;-
Plus;-;-;-;1.0;0,2 %;-
BSW;-;-;-;73.0;14,9 %;-
III. Weg;-;-;-;1.0;0,2 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;3;0,6 %;-;0.0;0,0 %;-
WU;-;-;-;2.0;0,4 %;-
