Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;608;-;-;608;-;-
Wählende;334;54,9 %;-01;334;54,9 %;-01
Ungültige Stimmen;6;1,8 %;-11;4;1,2 %;-09
Gültige Stimmen;328;98,2 %;+11;330;98,8 %;+09
SPD;69;21,0 %;-32;63;19,1 %;-34
AfD;148;45,1 %;+127;147;44,5 %;+94
CDU;58;17,7 %;-32;42;12,7 %;-80
GRÜNE/B 90;2;0,6 %;-33;4;1,2 %;-42
DIE LINKE;9;2,7 %;-85;7;2,1 %;-51
BVB / FREIE WÄHLER;21;6,4 %;+16;11;3,3 %;-06
FDP;2;0,6 %;-18;2;0,6 %;-24
Tierschutzpartei;-;-;-;2;0,6 %;-09
Plus;-;-;-;1;0,3 %;-03
BSW;-;-;-;36;10,9 %;+109
III. Weg;19;5,8 %;+58;13;3,9 %;+39
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;1;0,3 %;+03
WU;-;-;-;1;0,3 %;+03
