Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;429;-;-;429;-;-
Ungültige Stimmen;4;0,9 %;-;0;0,0 %;-
Gültige Stimmen;425;99,1 %;-;429;100,0 %;-
SPD;158;37,2 %;-;170;39,6 %;-
AfD;24;5,6 %;-;25;5,8 %;-
CDU;104;24,5 %;-;97;22,6 %;-
GRÜNE/B 90;74;17,4 %;-;59;13,8 %;-
DIE LINKE;27;6,4 %;-;15;3,5 %;-
BVB / FREIE WÄHLER;10;2,4 %;-;4;0,9 %;-
FDP;18;4,2 %;-;11;2,6 %;-
Tierschutzpartei;10;2,4 %;-;5;1,2 %;-
Plus;-;-;-;7;1,6 %;-
BSW;-;-;-;35;8,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;0;0,0 %;-
