Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;382;-;-;382;-;-
Wählende;248;64,9 %;-;248;64,9 %;-
Ungültige Stimmen;3;1,2 %;-;3;1,2 %;-
Gültige Stimmen;245;98,8 %;-;245;98,8 %;-
SPD;36;14,7 %;-;39;15,9 %;-
AfD;120;49,0 %;-;109;44,5 %;-
CDU;37;15,1 %;-;26;10,6 %;-
GRÜNE/B 90;1;0,4 %;-;3;1,2 %;-
DIE LINKE;6;2,4 %;-;3;1,2 %;-
BVB / FREIE WÄHLER;40;16,3 %;-;17;6,9 %;-
FDP;5;2,0 %;-;3;1,2 %;-
Tierschutzpartei;-;-;-;6;2,4 %;-
Plus;-;-;-;2;0,8 %;-
BSW;-;-;-;35;14,3 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,8 %;-
WU;-;-;-;0;0,0 %;-
