Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;55.089;-;-;55.089;-;-
Wählende;39.459;71,6 %;+141;39.459;71,6 %;+141
Ungültige Stimmen;533;1,4 %;-01;345.0;0,9 %;-03
Gültige Stimmen;38.926;98,6 %;+01;39.114;99,1 %;+03
SPD;13.247;34,0 %;+49;12.47;31,9 %;+25
AfD;12.677;32,6 %;+81;11.714;29,9 %;+61
CDU;6.191;15,9 %;-02;5.104;13,0 %;-19
GRÜNE/B 90;957;2,5 %;-90;1.334;3,4 %;-72
DIE LINKE;1.362;3,5 %;-52;835.0;2,1 %;-64
BVB / FREIE WÄHLER;3.347;8,6 %;+17;1.168;3,0 %;-11
FDP;416;1,1 %;-23;325.0;0,8 %;-28
Tierschutzpartei;-;-;-;974.0;2,5 %;-11
Plus;729;1,9 %;+19;459.0;1,2 %;-01
BSW;-;-;-;4.42;11,3 %;+113
III. Weg;-;-;-;44.0;0,1 %;+01
DKP;-;-;-;20.0;0,1 %;+01
DLW;-;-;-;138.0;0,4 %;+04
WU;-;-;-;109.0;0,3 %;+03
