Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;772;-;-;772;-;-
Ungültige Stimmen;13;1,7 %;+12;7;0,9 %;+02
Gültige Stimmen;759;98,3 %;-12;765;99,1 %;-02
SPD;252;33,2 %;+64;222;29,0 %;+35
AfD;219;28,9 %;+107;179;23,4 %;+37
CDU;120;15,8 %;-122;106;13,9 %;-28
GRÜNE/B 90;18;2,4 %;-57;20;2,6 %;-81
DIE LINKE;51;6,7 %;-46;21;2,7 %;-118
BVB / FREIE WÄHLER;88;11,6 %;+65;23;3,0 %;-20
FDP;11;1,4 %;-07;8;1,0 %;-17
Tierschutzpartei;-;-;-;32;4,2 %;+05
Plus;-;-;-;2;0,3 %;-09
BSW;-;-;-;149;19,5 %;+195
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-04;1;0,1 %;+01
DLW;-;-;-;1;0,1 %;+01
WU;-;-;-;1;0,1 %;+01
