Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.313;-;-;1.313;-;-
Wählende;629;47,9 %;-;629.0;47,9 %;-
Ungültige Stimmen;5;0,8 %;-;2.0;0,3 %;-
Gültige Stimmen;624;99,2 %;-;627.0;99,7 %;-
SPD;231;37,0 %;-;215.0;34,3 %;-
AfD;225;36,1 %;-;216.0;34,4 %;-
CDU;116;18,6 %;-;75.0;12,0 %;-
GRÜNE/B 90;1;0,2 %;-;6.0;1,0 %;-
DIE LINKE;31;5,0 %;-;12.0;1,9 %;-
BVB / FREIE WÄHLER;18;2,9 %;-;10.0;1,6 %;-
FDP;2;0,3 %;-;2.0;0,3 %;-
Tierschutzpartei;-;-;-;3.0;0,5 %;-
Plus;-;-;-;3.0;0,5 %;-
BSW;-;-;-;83.0;13,2 %;-
III. Weg;0;0,0 %;-;1.0;0,2 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;0.0;0,0 %;-
WU;-;-;-;1.0;0,2 %;-
