Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;175;-;-;175;-;-
Ungültige Stimmen;1;0,6 %;-;0;0,0 %;-
Gültige Stimmen;174;99,4 %;-;175;100,0 %;-
SPD;64;36,8 %;-;56;32,0 %;-
AfD;41;23,6 %;-;38;21,7 %;-
CDU;39;22,4 %;-;30;17,1 %;-
GRÜNE/B 90;0;0,0 %;-;4;2,3 %;-
DIE LINKE;1;0,6 %;-;1;0,6 %;-
BVB / FREIE WÄHLER;11;6,3 %;-;2;1,1 %;-
FDP;1;0,6 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;3;1,7 %;-
Plus;1;0,6 %;-;3;1,7 %;-
BSW;-;-;-;36;20,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;2;1,1 %;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;2;1,1 %;-
Demokraten BB;14;8,0 %;-;-;-;-
