Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;212;-;-;212;-;-
Wählende;120;56,6 %;-;120;56,6 %;-
Ungültige Stimmen;4;3,3 %;-;2;1,7 %;-
Gültige Stimmen;116;96,7 %;-;118;98,3 %;-
SPD;40;34,5 %;-;34;28,8 %;-
AfD;42;36,2 %;-;39;33,1 %;-
CDU;20;17,2 %;-;13;11,0 %;-
GRÜNE/B 90;3;2,6 %;-;3;2,5 %;-
DIE LINKE;-;-;-;2;1,7 %;-
BVB / FREIE WÄHLER;11;9,5 %;-;6;5,1 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;4;3,4 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;17;14,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
