Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;811;-;-;811;-;-
Ungültige Stimmen;4;0,5 %;-;0;0,0 %;-
Gültige Stimmen;807;99,5 %;-;811;100,0 %;-
SPD;266;33,0 %;-;276;34,0 %;-
AfD;63;7,8 %;-;47;5,8 %;-
CDU;135;16,7 %;-;118;14,5 %;-
GRÜNE/B 90;168;20,8 %;-;130;16,0 %;-
DIE LINKE;90;11,2 %;-;61;7,5 %;-
BVB / FREIE WÄHLER;32;4,0 %;-;9;1,1 %;-
FDP;20;2,5 %;-;10;1,2 %;-
Tierschutzpartei;33;4,1 %;-;15;1,8 %;-
Plus;-;-;-;30;3,7 %;-
BSW;-;-;-;111;13,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,1 %;-
WU;-;-;-;3;0,4 %;-
