Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;672;-;-;672;-;-
Ungültige Stimmen;7;1,0 %;-;3;0,4 %;-
Gültige Stimmen;665;99,0 %;-;669;99,6 %;-
SPD;232;34,9 %;-;232;34,7 %;-
AfD;118;17,7 %;-;104;15,5 %;-
CDU;171;25,7 %;-;144;21,5 %;-
GRÜNE/B 90;61;9,2 %;-;58;8,7 %;-
DIE LINKE;27;4,1 %;-;16;2,4 %;-
BVB / FREIE WÄHLER;50;7,5 %;-;16;2,4 %;-
FDP;6;0,9 %;-;4;0,6 %;-
Tierschutzpartei;-;-;-;14;2,1 %;-
Plus;-;-;-;9;1,3 %;-
BSW;-;-;-;68;10,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,3 %;-
WU;-;-;-;2;0,3 %;-
