Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;428;-;-;428;-;-
Wählende;233;54,4 %;-;233;54,4 %;-
Ungültige Stimmen;1;0,4 %;-;2;0,9 %;-
Gültige Stimmen;232;99,6 %;-;231;99,1 %;-
SPD;57;24,6 %;-;63;27,3 %;-
AfD;98;42,2 %;-;94;40,7 %;-
CDU;25;10,8 %;-;18;7,8 %;-
GRÜNE/B 90;4;1,7 %;-;4;1,7 %;-
DIE LINKE;5;2,2 %;-;5;2,2 %;-
BVB / FREIE WÄHLER;42;18,1 %;-;13;5,6 %;-
FDP;1;0,4 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;4;1,7 %;-
Plus;-;-;-;1;0,4 %;-
BSW;-;-;-;28;12,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,4 %;-
WU;-;-;-;0;0,0 %;-
