Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.139;-;-;1.139;-;-
Wählende;553;48,6 %;-;553.0;48,6 %;-
Ungültige Stimmen;8;1,4 %;-;2.0;0,4 %;-
Gültige Stimmen;545;98,6 %;-;551.0;99,6 %;-
SPD;178;32,7 %;-;167.0;30,3 %;-
AfD;199;36,5 %;-;173.0;31,4 %;-
CDU;102;18,7 %;-;63.0;11,4 %;-
GRÜNE/B 90;17;3,1 %;-;23.0;4,2 %;-
DIE LINKE;23;4,2 %;-;23.0;4,2 %;-
BVB / FREIE WÄHLER;13;2,4 %;-;8.0;1,5 %;-
FDP;9;1,7 %;-;6.0;1,1 %;-
Tierschutzpartei;-;-;-;15.0;2,7 %;-
Plus;-;-;-;3.0;0,5 %;-
BSW;-;-;-;66.0;12,0 %;-
III. Weg;-;-;-;1.0;0,2 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;4;0,7 %;-;2.0;0,4 %;-
WU;-;-;-;1.0;0,2 %;-
