Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;814;-;-;814;-;-
Ungültige Stimmen;8;1,0 %;-;5;0,6 %;-
Gültige Stimmen;806;99,0 %;-;809;99,4 %;-
SPD;251;31,1 %;-;251;31,0 %;-
AfD;181;22,5 %;-;134;16,6 %;-
CDU;216;26,8 %;-;135;16,7 %;-
GRÜNE/B 90;22;2,7 %;-;20;2,5 %;-
DIE LINKE;73;9,1 %;-;28;3,5 %;-
BVB / FREIE WÄHLER;53;6,6 %;-;14;1,7 %;-
FDP;10;1,2 %;-;8;1,0 %;-
Tierschutzpartei;-;-;-;14;1,7 %;-
Plus;-;-;-;12;1,5 %;-
BSW;-;-;-;190;23,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,1 %;-
WU;-;-;-;2;0,2 %;-
