Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;606;-;-;606;-;-
Ungültige Stimmen;3;0,5 %;-;1;0,2 %;-
Gültige Stimmen;603;99,5 %;-;605;99,8 %;-
SPD;197;32,7 %;-;195;32,2 %;-
AfD;109;18,1 %;-;98;16,2 %;-
CDU;157;26,0 %;-;120;19,8 %;-
GRÜNE/B 90;27;4,5 %;-;33;5,5 %;-
DIE LINKE;34;5,6 %;-;17;2,8 %;-
BVB / FREIE WÄHLER;49;8,1 %;-;20;3,3 %;-
FDP;7;1,2 %;-;2;0,3 %;-
Tierschutzpartei;-;-;-;11;1,8 %;-
Plus;12;2,0 %;-;5;0,8 %;-
BSW;-;-;-;101;16,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,3 %;-
WU;-;-;-;1;0,2 %;-
EB Müller;11;1,8 %;-;-;-;-
