Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;574;-;-;574;-;-
Ungültige Stimmen;2;0,3 %;-;0;0,0 %;-
Gültige Stimmen;572;99,7 %;-;574;100,0 %;-
SPD;217;37,9 %;-;214;37,3 %;-
AfD;138;24,1 %;-;124;21,6 %;-
CDU;100;17,5 %;-;76;13,2 %;-
GRÜNE/B 90;24;4,2 %;-;29;5,1 %;-
DIE LINKE;29;5,1 %;-;10;1,7 %;-
BVB / FREIE WÄHLER;48;8,4 %;-;8;1,4 %;-
FDP;6;1,0 %;-;4;0,7 %;-
Tierschutzpartei;-;-;-;12;2,1 %;-
Plus;-;-;-;6;1,0 %;-
BSW;-;-;-;83;14,5 %;-
III. Weg;-;-;-;1;0,2 %;-
DKP;-;-;-;0;0,0 %;-
DLW;10;1,7 %;-;7;1,2 %;-
WU;-;-;-;0;0,0 %;-
