Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.068;-;-;1.068;-;-
Wählende;499;46,7 %;-;499;46,7 %;-
Ungültige Stimmen;2;0,4 %;-;2;0,4 %;-
Gültige Stimmen;497;99,6 %;-;497;99,6 %;-
SPD;162;32,6 %;-;144;29,0 %;-
AfD;135;27,2 %;-;124;24,9 %;-
CDU;53;10,7 %;-;37;7,4 %;-
GRÜNE/B 90;12;2,4 %;-;39;7,8 %;-
DIE LINKE;85;17,1 %;-;54;10,9 %;-
BVB / FREIE WÄHLER;29;5,8 %;-;6;1,2 %;-
FDP;18;3,6 %;-;5;1,0 %;-
Tierschutzpartei;-;-;-;3;0,6 %;-
Plus;-;-;-;10;2,0 %;-
BSW;-;-;-;72;14,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,4 %;-
WU;-;-;-;1;0,2 %;-
dieBasis;3;0,6 %;-;-;-;-
