Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;317;-;-;317;-;-
Wählende;163;51,4 %;-;163;51,4 %;-
Ungültige Stimmen;2;1,2 %;-;1;0,6 %;-
Gültige Stimmen;161;98,8 %;-;162;99,4 %;-
SPD;36;22,4 %;-;38;23,5 %;-
AfD;65;40,4 %;-;70;43,2 %;-
CDU;43;26,7 %;-;27;16,7 %;-
GRÜNE/B 90;1;0,6 %;-;2;1,2 %;-
DIE LINKE;3;1,9 %;-;2;1,2 %;-
BVB / FREIE WÄHLER;8;5,0 %;-;2;1,2 %;-
FDP;5;3,1 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;4;2,5 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;15;9,3 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;0;0,0 %;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;2;1,2 %;-
