Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.168;-;-;1.168;-;-
Wählende;560;47,9 %;-;560.0;47,9 %;-
Ungültige Stimmen;1;0,2 %;-;0.0;0,0 %;-
Gültige Stimmen;559;99,8 %;-;560.0;100,0 %;-
SPD;178;31,8 %;-;203.0;36,2 %;-
AfD;93;16,6 %;-;95.0;17,0 %;-
CDU;73;13,1 %;-;64.0;11,4 %;-
GRÜNE/B 90;160;28,6 %;-;102.0;18,2 %;-
DIE LINKE;21;3,8 %;-;30.0;5,4 %;-
BVB / FREIE WÄHLER;16;2,9 %;-;2.0;0,4 %;-
FDP;10;1,8 %;-;6.0;1,1 %;-
Tierschutzpartei;8;1,4 %;-;4.0;0,7 %;-
Plus;-;-;-;6.0;1,1 %;-
BSW;-;-;-;44.0;7,9 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;1.0;0,2 %;-
DLW;-;-;-;0.0;0,0 %;-
WU;-;-;-;3.0;0,5 %;-
