Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;2.796;-;-;2.796;-;-
Wählende;1.393;49,8 %;+93;1.393;49,8 %;+93
Ungültige Stimmen;24;1,7 %;+03;15.0;1,1 %;-05
Gültige Stimmen;1.369;98,3 %;-03;1.378;98,9 %;+05
SPD;472;34,5 %;+69;397.0;28,8 %;-07
AfD;547;40,0 %;+173;520.0;37,7 %;+152
CDU;175;12,8 %;-74;151.0;11,0 %;-71
GRÜNE/B 90;17;1,2 %;-64;47.0;3,4 %;-62
DIE LINKE;63;4,6 %;-118;29.0;2,1 %;-90
BVB / FREIE WÄHLER;61;4,5 %;+12;18.0;1,3 %;-05
FDP;8;0,6 %;-16;11.0;0,8 %;-27
Tierschutzpartei;-;-;-;17.0;1,2 %;-16
Plus;-;-;-;5.0;0,4 %;-03
BSW;-;-;-;165.0;12,0 %;+120
III. Weg;-;-;-;3.0;0,2 %;+02
DKP;-;-;-;0.0;0,0 %;00
DLW;26;1,9 %;+19;10.0;0,7 %;+07
WU;-;-;-;5.0;0,4 %;+04
