Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;585;-;-;585;-;-
Ungültige Stimmen;2;0,3 %;-;0;0,0 %;-
Gültige Stimmen;583;99,7 %;-;585;100,0 %;-
SPD;175;30,0 %;-;175;29,9 %;-
AfD;106;18,2 %;-;100;17,1 %;-
CDU;136;23,3 %;-;123;21,0 %;-
GRÜNE/B 90;44;7,5 %;-;33;5,6 %;-
DIE LINKE;27;4,6 %;-;7;1,2 %;-
BVB / FREIE WÄHLER;87;14,9 %;-;26;4,4 %;-
FDP;8;1,4 %;-;7;1,2 %;-
Tierschutzpartei;-;-;-;26;4,4 %;-
Plus;-;-;-;10;1,7 %;-
BSW;-;-;-;76;13,0 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,3 %;-
WU;-;-;-;0;0,0 %;-
