Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;603;-;-;603;-;-
Ungültige Stimmen;8;1,3 %;-;2;0,3 %;-
Gültige Stimmen;595;98,7 %;-;601;99,7 %;-
SPD;166;27,9 %;-;172;28,6 %;-
AfD;140;23,5 %;-;115;19,1 %;-
CDU;149;25,0 %;-;94;15,6 %;-
GRÜNE/B 90;25;4,2 %;-;21;3,5 %;-
DIE LINKE;54;9,1 %;-;22;3,7 %;-
BVB / FREIE WÄHLER;57;9,6 %;-;15;2,5 %;-
FDP;4;0,7 %;-;4;0,7 %;-
Tierschutzpartei;-;-;-;19;3,2 %;-
Plus;-;-;-;8;1,3 %;-
BSW;-;-;-;123;20,5 %;-
III. Weg;-;-;-;2;0,3 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;3;0,5 %;-
WU;-;-;-;3;0,5 %;-
