Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;377;-;-;377;-;-
Wählende;242;64,2 %;-;242;64,2 %;-
Ungültige Stimmen;2;0,8 %;-;1;0,4 %;-
Gültige Stimmen;240;99,2 %;-;241;99,6 %;-
SPD;87;36,2 %;-;79;32,8 %;-
AfD;95;39,6 %;-;88;36,5 %;-
CDU;25;10,4 %;-;19;7,9 %;-
GRÜNE/B 90;2;0,8 %;-;8;3,3 %;-
DIE LINKE;16;6,7 %;-;6;2,5 %;-
BVB / FREIE WÄHLER;10;4,2 %;-;3;1,2 %;-
FDP;2;0,8 %;-;2;0,8 %;-
Tierschutzpartei;3;1,2 %;-;4;1,7 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;32;13,3 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
