Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;658;-;-;658;-;-
Wählende;329;50,0 %;+84;329;50,0 %;+84
Ungültige Stimmen;5;1,5 %;+06;5;1,5 %;+07
Gültige Stimmen;324;98,5 %;-06;324;98,5 %;-07
SPD;113;34,9 %;-12;92;28,4 %;-25
AfD;148;45,7 %;+188;147;45,4 %;+173
CDU;43;13,3 %;-50;32;9,9 %;-88
GRÜNE/B 90;4;1,2 %;-43;6;1,9 %;-44
DIE LINKE;10;3,1 %;-22;6;1,9 %;-49
BVB / FREIE WÄHLER;3;0,9 %;-50;2;0,6 %;-30
FDP;0;0,0 %;-21;1;0,3 %;-22
Tierschutzpartei;-;-;-;1;0,3 %;-22
Plus;0;0,0 %;00;0;0,0 %;-08
BSW;-;-;-;35;10,8 %;+108
III. Weg;1;0,3 %;+03;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;1;0,3 %;+03
WU;-;-;-;1;0,3 %;+03
EB Mießner;2;0,6 %;+06;-;-;-
