Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;777;-;-;777;-;-
Ungültige Stimmen;9;1,2 %;-;5;0,6 %;-
Gültige Stimmen;768;98,8 %;-;772;99,4 %;-
SPD;245;31,9 %;-;265;34,3 %;-
AfD;173;22,5 %;-;156;20,2 %;-
CDU;196;25,5 %;-;168;21,8 %;-
GRÜNE/B 90;62;8,1 %;-;51;6,6 %;-
DIE LINKE;21;2,7 %;-;10;1,3 %;-
BVB / FREIE WÄHLER;58;7,6 %;-;16;2,1 %;-
FDP;13;1,7 %;-;9;1,2 %;-
Tierschutzpartei;-;-;-;22;2,8 %;-
Plus;-;-;-;2;0,3 %;-
BSW;-;-;-;64;8,3 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,1 %;-
DLW;-;-;-;4;0,5 %;-
WU;-;-;-;4;0,5 %;-
