Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;693;-;-;693;-;-
Wählende;383;55,3 %;-;383;55,3 %;-
Ungültige Stimmen;5;1,3 %;-;2;0,5 %;-
Gültige Stimmen;378;98,7 %;-;381;99,5 %;-
SPD;117;31,0 %;-;89;23,4 %;-
AfD;138;36,5 %;-;132;34,6 %;-
CDU;37;9,8 %;-;31;8,1 %;-
GRÜNE/B 90;6;1,6 %;-;18;4,7 %;-
DIE LINKE;22;5,8 %;-;13;3,4 %;-
BVB / FREIE WÄHLER;31;8,2 %;-;10;2,6 %;-
FDP;10;2,6 %;-;2;0,5 %;-
Tierschutzpartei;-;-;-;10;2,6 %;-
Plus;-;-;-;12;3,1 %;-
BSW;-;-;-;56;14,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;17;4,5 %;-;7;1,8 %;-
WU;-;-;-;1;0,3 %;-
