Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.438;-;-;1.438;-;-
Wählende;481;33,4 %;-;481.0;33,4 %;-
Ungültige Stimmen;8;1,7 %;-;4.0;0,8 %;-
Gültige Stimmen;473;98,3 %;-;477.0;99,2 %;-
SPD;169;35,7 %;-;134.0;28,1 %;-
AfD;175;37,0 %;-;171.0;35,8 %;-
CDU;43;9,1 %;-;29.0;6,1 %;-
GRÜNE/B 90;13;2,7 %;-;26.0;5,5 %;-
DIE LINKE;22;4,7 %;-;21.0;4,4 %;-
BVB / FREIE WÄHLER;25;5,3 %;-;5.0;1,0 %;-
FDP;6;1,3 %;-;5.0;1,0 %;-
Tierschutzpartei;-;-;-;12.0;2,5 %;-
Plus;20;4,2 %;-;7.0;1,5 %;-
BSW;-;-;-;63.0;13,2 %;-
III. Weg;-;-;-;1.0;0,2 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;2.0;0,4 %;-
WU;-;-;-;1.0;0,2 %;-
