Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;488;-;-;488;-;-
Ungültige Stimmen;6;1,2 %;-;1;0,2 %;-
Gültige Stimmen;482;98,8 %;-;487;99,8 %;-
SPD;198;41,1 %;-;188;38,6 %;-
AfD;88;18,3 %;-;67;13,8 %;-
CDU;108;22,4 %;-;86;17,7 %;-
GRÜNE/B 90;22;4,6 %;-;23;4,7 %;-
DIE LINKE;26;5,4 %;-;9;1,8 %;-
BVB / FREIE WÄHLER;33;6,8 %;-;10;2,1 %;-
FDP;7;1,5 %;-;6;1,2 %;-
Tierschutzpartei;-;-;-;26;5,3 %;-
Plus;-;-;-;6;1,2 %;-
BSW;-;-;-;65;13,3 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;1;0,2 %;-
