Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;967;-;-;967;-;-
Wählende;534;55,2 %;-;534;55,2 %;-
Ungültige Stimmen;3;0,6 %;-;3;0,6 %;-
Gültige Stimmen;531;99,4 %;-;531;99,4 %;-
SPD;125;23,5 %;-;174;32,8 %;-
AfD;214;40,3 %;-;207;39,0 %;-
CDU;142;26,7 %;-;66;12,4 %;-
GRÜNE/B 90;3;0,6 %;-;2;0,4 %;-
DIE LINKE;14;2,6 %;-;4;0,8 %;-
BVB / FREIE WÄHLER;17;3,2 %;-;9;1,7 %;-
FDP;3;0,6 %;-;2;0,4 %;-
Tierschutzpartei;11;2,1 %;-;5;0,9 %;-
Plus;-;-;-;3;0,6 %;-
BSW;-;-;-;53;10,0 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;2;0,4 %;-;3;0,6 %;-
WU;-;-;-;3;0,6 %;-
