Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;149;-;-;149;-;-
Wählende;87;58,4 %;-;87;58,4 %;-
Ungültige Stimmen;4;4,6 %;-;2;2,3 %;-
Gültige Stimmen;83;95,4 %;-;85;97,7 %;-
SPD;19;22,9 %;-;20;23,5 %;-
AfD;45;54,2 %;-;39;45,9 %;-
CDU;4;4,8 %;-;3;3,5 %;-
GRÜNE/B 90;3;3,6 %;-;1;1,2 %;-
DIE LINKE;9;10,8 %;-;4;4,7 %;-
BVB / FREIE WÄHLER;3;3,6 %;-;2;2,4 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;2;2,4 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;14;16,5 %;-
III. Weg;0;0,0 %;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
