Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;545;-;-;545;-;-
Wählende;299;54,9 %;+50;299;54,9 %;+50
Ungültige Stimmen;7;2,3 %;-01;6;2,0 %;-01
Gültige Stimmen;292;97,7 %;+01;293;98,0 %;+01
SPD;76;26,0 %;-07;82;28,0 %;-00
AfD;123;42,1 %;+193;105;35,8 %;+131
CDU;42;14,4 %;-52;30;10,2 %;-103
GRÜNE/B 90;3;1,0 %;-40;4;1,4 %;-40
DIE LINKE;9;3,1 %;-76;8;2,7 %;-54
BVB / FREIE WÄHLER;28;9,6 %;-18;16;5,5 %;-20
FDP;11;3,8 %;-01;3;1,0 %;-22
Tierschutzpartei;-;-;-;3;1,0 %;-29
Plus;-;-;-;1;0,3 %;-04
BSW;-;-;-;37;12,6 %;+126
III. Weg;-;-;-;1;0,3 %;+03
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;1;0,3 %;+03
WU;-;-;-;2;0,7 %;+07
