Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;510;-;-;510;-;-
Ungültige Stimmen;4;0,8 %;-;2;0,4 %;-
Gültige Stimmen;506;99,2 %;-;508;99,6 %;-
SPD;156;30,8 %;-;152;29,9 %;-
AfD;88;17,4 %;-;75;14,8 %;-
CDU;156;30,8 %;-;103;20,3 %;-
GRÜNE/B 90;16;3,2 %;-;26;5,1 %;-
DIE LINKE;38;7,5 %;-;17;3,3 %;-
BVB / FREIE WÄHLER;36;7,1 %;-;16;3,1 %;-
FDP;4;0,8 %;-;6;1,2 %;-
Tierschutzpartei;-;-;-;9;1,8 %;-
Plus;12;2,4 %;-;9;1,8 %;-
BSW;-;-;-;95;18,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
