Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;948;-;-;948;-;-
Wählende;479;50,5 %;+21;479;50,5 %;+21
Ungültige Stimmen;8;1,7 %;+07;2;0,4 %;-06
Gültige Stimmen;471;98,3 %;-07;477;99,6 %;+06
SPD;180;38,2 %;+167;155;32,5 %;+89
AfD;166;35,2 %;+184;146;30,6 %;+124
CDU;59;12,5 %;+12;43;9,0 %;-22
GRÜNE/B 90;7;1,5 %;-124;22;4,6 %;-97
DIE LINKE;29;6,2 %;-95;17;3,6 %;-100
BVB / FREIE WÄHLER;23;4,9 %;-135;17;3,6 %;-82
FDP;2;0,4 %;-20;1;0,2 %;-32
Tierschutzpartei;-;-;-;15;3,1 %;+10
Plus;5;1,1 %;+11;1;0,2 %;-11
BSW;-;-;-;56;11,7 %;+117
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;3;0,6 %;+06
WU;-;-;-;1;0,2 %;+02
