Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;174;-;-;174;-;-
Wählende;111;63,8 %;-;111;63,8 %;-
Ungültige Stimmen;5;4,5 %;-;7;6,3 %;-
Gültige Stimmen;106;95,5 %;-;104;93,7 %;-
SPD;31;29,2 %;-;32;30,8 %;-
AfD;38;35,8 %;-;39;37,5 %;-
CDU;16;15,1 %;-;5;4,8 %;-
GRÜNE/B 90;1;0,9 %;-;4;3,8 %;-
DIE LINKE;10;9,4 %;-;0;0,0 %;-
BVB / FREIE WÄHLER;9;8,5 %;-;3;2,9 %;-
FDP;1;0,9 %;-;1;1,0 %;-
Tierschutzpartei;-;-;-;2;1,9 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;18;17,3 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
