Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;685;-;-;685;-;-
Ungültige Stimmen;3;0,4 %;-;3;0,4 %;-
Gültige Stimmen;682;99,6 %;-;682;99,6 %;-
SPD;205;30,1 %;-;209;30,6 %;-
AfD;178;26,1 %;-;155;22,7 %;-
CDU;146;21,4 %;-;123;18,0 %;-
GRÜNE/B 90;14;2,1 %;-;15;2,2 %;-
DIE LINKE;20;2,9 %;-;11;1,6 %;-
BVB / FREIE WÄHLER;90;13,2 %;-;24;3,5 %;-
FDP;6;0,9 %;-;5;0,7 %;-
Tierschutzpartei;23;3,4 %;-;17;2,5 %;-
Plus;-;-;-;8;1,2 %;-
BSW;-;-;-;110;16,1 %;-
III. Weg;-;-;-;1;0,1 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;3;0,4 %;-
WU;-;-;-;1;0,1 %;-
