Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;384;-;-;384;-;-
Wählende;234;60,9 %;-52;234;60,9 %;-52
Ungültige Stimmen;0;0,0 %;-27;0;0,0 %;-15
Gültige Stimmen;234;100,0 %;+27;234;100,0 %;+15
SPD;43;18,4 %;-36;44;18,8 %;-45
AfD;146;62,4 %;+146;141;60,3 %;+134
CDU;24;10,3 %;+05;8;3,4 %;-59
GRÜNE/B 90;1;0,4 %;-15;1;0,4 %;-11
DIE LINKE;5;2,1 %;-53;5;2,1 %;-64
BVB / FREIE WÄHLER;12;5,1 %;-11;5;2,1 %;-06
FDP;3;1,3 %;-30;1;0,4 %;-27
Tierschutzpartei;-;-;-;2;0,9 %;-22
Plus;-;-;-;0;0,0 %;-16
BSW;-;-;-;25;10,7 %;+107
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;0;0,0 %;00
WU;-;-;-;2;0,9 %;+09
EB Hoffmann;0;0,0 %;-04;-;-;-
