Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;865;-;-;865;-;-
Wählende;416;48,1 %;-;416;48,1 %;-
Ungültige Stimmen;4;1,0 %;-;5;1,2 %;-
Gültige Stimmen;412;99,0 %;-;411;98,8 %;-
SPD;129;31,3 %;-;129;31,4 %;-
AfD;115;27,9 %;-;96;23,4 %;-
CDU;87;21,1 %;-;77;18,7 %;-
GRÜNE/B 90;12;2,9 %;-;14;3,4 %;-
DIE LINKE;8;1,9 %;-;4;1,0 %;-
BVB / FREIE WÄHLER;42;10,2 %;-;26;6,3 %;-
FDP;19;4,6 %;-;12;2,9 %;-
Tierschutzpartei;-;-;-;5;1,2 %;-
Plus;-;-;-;3;0,7 %;-
BSW;-;-;-;39;9,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;0,5 %;-
WU;-;-;-;4;1,0 %;-
