Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.059;-;-;1.059;-;-
Wählende;557;52,6 %;-;557.0;52,6 %;-
Ungültige Stimmen;9;1,6 %;-;2.0;0,4 %;-
Gültige Stimmen;548;98,4 %;-;555.0;99,6 %;-
SPD;209;38,1 %;-;235.0;42,3 %;-
AfD;121;22,1 %;-;108.0;19,5 %;-
CDU;127;23,2 %;-;87.0;15,7 %;-
GRÜNE/B 90;42;7,7 %;-;41.0;7,4 %;-
DIE LINKE;14;2,6 %;-;6.0;1,1 %;-
BVB / FREIE WÄHLER;27;4,9 %;-;12.0;2,2 %;-
FDP;8;1,5 %;-;2.0;0,4 %;-
Tierschutzpartei;-;-;-;14.0;2,5 %;-
Plus;-;-;-;5.0;0,9 %;-
BSW;-;-;-;44.0;7,9 %;-
III. Weg;-;-;-;1.0;0,2 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;0.0;0,0 %;-
WU;-;-;-;0.0;0,0 %;-
