Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;144;-;-;144;-;-
Wählende;84;58,3 %;-;84;58,3 %;-
Ungültige Stimmen;1;1,2 %;-;1;1,2 %;-
Gültige Stimmen;83;98,8 %;-;83;98,8 %;-
SPD;21;25,3 %;-;24;28,9 %;-
AfD;45;54,2 %;-;40;48,2 %;-
CDU;11;13,3 %;-;7;8,4 %;-
GRÜNE/B 90;0;0,0 %;-;1;1,2 %;-
DIE LINKE;4;4,8 %;-;3;3,6 %;-
BVB / FREIE WÄHLER;1;1,2 %;-;1;1,2 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;1;1,2 %;-
Plus;1;1,2 %;-;0;0,0 %;-
BSW;-;-;-;5;6,0 %;-
III. Weg;0;0,0 %;-;1;1,2 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
EB Mießner;0;0,0 %;-;-;-;-
