Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;684;-;-;684;-;-
Wählende;309;45,2 %;-;309;45,2 %;-
Ungültige Stimmen;4;1,3 %;-;4;1,3 %;-
Gültige Stimmen;305;98,7 %;-;305;98,7 %;-
SPD;104;34,1 %;-;97;31,8 %;-
AfD;121;39,7 %;-;111;36,4 %;-
CDU;44;14,4 %;-;32;10,5 %;-
GRÜNE/B 90;3;1,0 %;-;5;1,6 %;-
DIE LINKE;17;5,6 %;-;8;2,6 %;-
BVB / FREIE WÄHLER;16;5,2 %;-;6;2,0 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;4;1,3 %;-
Plus;-;-;-;1;0,3 %;-
BSW;-;-;-;41;13,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
