Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;914;-;-;914;-;-
Wählende;450;49,2 %;-;450;49,2 %;-
Ungültige Stimmen;4;0,9 %;-;1;0,2 %;-
Gültige Stimmen;446;99,1 %;-;449;99,8 %;-
SPD;190;42,6 %;-;163;36,3 %;-
AfD;137;30,7 %;-;127;28,3 %;-
CDU;54;12,1 %;-;41;9,1 %;-
GRÜNE/B 90;7;1,6 %;-;11;2,4 %;-
DIE LINKE;34;7,6 %;-;19;4,2 %;-
BVB / FREIE WÄHLER;21;4,7 %;-;14;3,1 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;6;1,3 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;63;14,0 %;-
III. Weg;3;0,7 %;-;3;0,7 %;-
DKP;-;-;-;1;0,2 %;-
DLW;-;-;-;1;0,2 %;-
WU;-;-;-;0;0,0 %;-
