Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;347;-;-;347;-;-
Wählende;160;46,1 %;-31;160;46,1 %;-31
Ungültige Stimmen;0;0,0 %;-13;1;0,6 %;-05
Gültige Stimmen;160;100,0 %;+13;159;99,4 %;+05
SPD;55;34,4 %;+92;52;32,7 %;+76
AfD;55;34,4 %;+152;51;32,1 %;+118
CDU;29;18,1 %;-50;20;12,6 %;-65
GRÜNE/B 90;12;7,5 %;-46;6;3,8 %;-95
DIE LINKE;6;3,8 %;-64;2;1,3 %;-82
BVB / FREIE WÄHLER;2;1,2 %;-47;2;1,3 %;-28
FDP;0;0,0 %;-36;3;1,9 %;-28
Tierschutzpartei;-;-;-;3;1,9 %;-04
Plus;1;0,6 %;+06;0;0,0 %;-15
BSW;-;-;-;20;12,6 %;+126
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;0;0,0 %;00
WU;-;-;-;0;0,0 %;00
EB Müller;0;0,0 %;-07;-;-;-
