Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;810;-;-;810;-;-
Wählende;329;40,6 %;-;329;40,6 %;-
Ungültige Stimmen;4;1,2 %;-;3;0,9 %;-
Gültige Stimmen;325;98,8 %;-;326;99,1 %;-
SPD;119;36,6 %;-;107;32,8 %;-
AfD;139;42,8 %;-;123;37,7 %;-
CDU;25;7,7 %;-;15;4,6 %;-
GRÜNE/B 90;2;0,6 %;-;8;2,5 %;-
DIE LINKE;20;6,2 %;-;11;3,4 %;-
BVB / FREIE WÄHLER;14;4,3 %;-;7;2,1 %;-
FDP;3;0,9 %;-;1;0,3 %;-
Tierschutzpartei;-;-;-;6;1,8 %;-
Plus;-;-;-;1;0,3 %;-
BSW;-;-;-;44;13,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;3;0,9 %;-;3;0,9 %;-
WU;-;-;-;0;0,0 %;-
