Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;143;-;-;143;-;-
Wählende;81;56,6 %;-;81;56,6 %;-
Ungültige Stimmen;4;4,9 %;-;3;3,7 %;-
Gültige Stimmen;77;95,1 %;-;78;96,3 %;-
SPD;21;27,3 %;-;21;26,9 %;-
AfD;26;33,8 %;-;19;24,4 %;-
CDU;19;24,7 %;-;14;17,9 %;-
GRÜNE/B 90;1;1,3 %;-;1;1,3 %;-
DIE LINKE;-;-;-;3;3,8 %;-
BVB / FREIE WÄHLER;8;10,4 %;-;0;0,0 %;-
FDP;2;2,6 %;-;1;1,3 %;-
Tierschutzpartei;-;-;-;1;1,3 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;18;23,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
