Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;3.235;-;-;3.235;-;-
Wählende;2.373;73,4 %;+130;2.373;73,4 %;+130
Ungültige Stimmen;37;1,6 %;-04;22.0;0,9 %;-06
Gültige Stimmen;2.336;98,4 %;+04;2.351;99,1 %;+06
SPD;640;27,4 %;+10;683.0;29,1 %;+10
AfD;827;35,4 %;+118;755.0;32,1 %;+69
CDU;497;21,3 %;+12;257.0;10,9 %;-60
GRÜNE/B 90;43;1,8 %;-64;62.0;2,6 %;-51
DIE LINKE;129;5,5 %;-80;66.0;2,8 %;-89
BVB / FREIE WÄHLER;175;7,5 %;+17;83.0;3,5 %;-16
FDP;25;1,1 %;-12;5.0;0,2 %;-19
Tierschutzpartei;-;-;-;22.0;0,9 %;-10
Plus;-;-;-;13.0;0,6 %;-04
BSW;-;-;-;391.0;16,6 %;+166
III. Weg;-;-;-;0.0;0,0 %;00
DKP;-;-;-;0.0;0,0 %;00
DLW;-;-;-;9.0;0,4 %;+04
WU;-;-;-;5.0;0,2 %;+02
