Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;112;-;-;112;-;-
Wählende;72;64,3 %;+63;72;64,3 %;+63
Ungültige Stimmen;2;2,8 %;+18;0;0,0 %;-09
Gültige Stimmen;70;97,2 %;-18;72;100,0 %;+09
SPD;21;30,0 %;+78;22;30,6 %;+59
AfD;27;38,6 %;+123;27;37,5 %;+98
CDU;13;18,6 %;-114;11;15,3 %;-88
GRÜNE/B 90;0;0,0 %;-36;0;0,0 %;-42
DIE LINKE;-;-;-54;0;0,0 %;-43
BVB / FREIE WÄHLER;6;8,6 %;+01;1;1,4 %;-54
FDP;3;4,3 %;+03;0;0,0 %;-48
Tierschutzpartei;-;-;-;1;1,4 %;-02
Plus;-;-;-;0;0,0 %;-15
BSW;-;-;-;9;12,5 %;+125
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;1;1,4 %;+14
WU;-;-;-;0;0,0 %;00
