Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.342;-;-;1.342;-;-
Wählende;578;43,1 %;-;578.0;43,1 %;-
Ungültige Stimmen;4;0,7 %;-;3.0;0,5 %;-
Gültige Stimmen;574;99,3 %;-;575.0;99,5 %;-
SPD;277;48,3 %;-;240.0;41,7 %;-
AfD;109;19,0 %;-;106.0;18,4 %;-
CDU;87;15,2 %;-;76.0;13,2 %;-
GRÜNE/B 90;37;6,4 %;-;64.0;11,1 %;-
DIE LINKE;17;3,0 %;-;12.0;2,1 %;-
BVB / FREIE WÄHLER;19;3,3 %;-;9.0;1,6 %;-
FDP;14;2,4 %;-;8.0;1,4 %;-
Tierschutzpartei;-;-;-;8.0;1,4 %;-
Plus;14;2,4 %;-;12.0;2,1 %;-
BSW;-;-;-;37.0;6,4 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;1.0;0,2 %;-
WU;-;-;-;2.0;0,3 %;-
