Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;347;-;-;347;-;-
Wählende;193;55,6 %;-;193;55,6 %;-
Ungültige Stimmen;4;2,1 %;-;4;2,1 %;-
Gültige Stimmen;189;97,9 %;-;189;97,9 %;-
SPD;51;27,0 %;-;51;27,0 %;-
AfD;86;45,5 %;-;80;42,3 %;-
CDU;25;13,2 %;-;14;7,4 %;-
GRÜNE/B 90;1;0,5 %;-;1;0,5 %;-
DIE LINKE;12;6,3 %;-;3;1,6 %;-
BVB / FREIE WÄHLER;13;6,9 %;-;3;1,6 %;-
FDP;1;0,5 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;2;1,1 %;-
Plus;-;-;-;2;1,1 %;-
BSW;-;-;-;31;16,4 %;-
III. Weg;-;-;-;2;1,1 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
