Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.388;-;-;1.388;-;-
Wählende;671;48,3 %;+09;671.0;48,3 %;+09
Ungültige Stimmen;4;0,6 %;-10;5.0;0,7 %;-10
Gültige Stimmen;667;99,4 %;+10;666.0;99,3 %;+10
SPD;218;32,7 %;+120;212.0;31,8 %;+98
AfD;209;31,3 %;+96;195.0;29,3 %;+61
CDU;88;13,2 %;-39;66.0;9,9 %;-40
GRÜNE/B 90;19;2,8 %;-85;16.0;2,4 %;-97
DIE LINKE;44;6,6 %;-105;20.0;3,0 %;-121
BVB / FREIE WÄHLER;64;9,6 %;+10;24.0;3,6 %;-21
FDP;14;2,1 %;-14;7.0;1,1 %;-32
Tierschutzpartei;-;-;-;19.0;2,9 %;+04
Plus;11;1,6 %;+16;5.0;0,8 %;-03
BSW;-;-;-;102.0;15,3 %;+153
III. Weg;-;-;-;0.0;0,0 %;00
DKP;-;-;-;0.0;0,0 %;00
DLW;-;-;-;0.0;0,0 %;00
WU;-;-;-;0.0;0,0 %;00
